anomaly,competition,category name,round,heat,couple,criteria,stdev,threshold,ratio,raw data
,144,Rock'n'Roll-Beginners,First round,1,27,DF,0.93,2.0,0.465,"[11.25, 12.5, 10.0, 10.0, 10.0, 11.25]"
,144,Rock'n'Roll-Beginners,First round,1,27,CO,1.12,2.0,0.56,"[8.0, 10.0, 8.0, 8.0, 7.0, 10.0]"
yes,144,Rock'n'Roll-Beginners,First round,1,27,FM,12.58,2.0,6.29,"[-50.0, -15.0, -35.0, -25.0, -35.0, -50.0]"
,144,Rock'n'Roll-Beginners,First round,1,27,FW,4.71,12.0,0.3925,"[-25.0, -35.0, -25.0, -35.0, -35.0, -35.0]"
,144,Rock'n'Roll-Beginners,First round,1,27,sm,0.75,2.3,0.32608695652173914,"[-2.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,144,Rock'n'Roll-Beginners,First round,1,27,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,144,Rock'n'Roll-Beginners,First round,1,55,DF,1.18,2.0,0.59,"[8.75, 6.25, 8.75, 8.75, 6.25, 8.75]"
,144,Rock'n'Roll-Beginners,First round,1,55,CO,0.69,2.0,0.345,"[7.0, 7.0, 8.0, 7.0, 6.0, 8.0]"
yes,144,Rock'n'Roll-Beginners,First round,1,55,FM,9.75,2.0,4.875,"[-50.0, -25.0, -50.0, -35.0, -50.0, -35.0]"
,144,Rock'n'Roll-Beginners,First round,1,55,FW,7.5,12.0,0.625,"[-35.0, -35.0, -35.0, -50.0, -50.0, -50.0]"
yes,144,Rock'n'Roll-Beginners,First round,1,55,sm,3.27,2.3,1.4217391304347826,"[-4.0, 0.0, -10.0, -2.0, -2.0, -6.0]"
,144,Rock'n'Roll-Beginners,First round,1,55,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
yes,144,Rock'n'Roll-Beginners,First round,2,3,DF,2.37,2.0,1.185,"[5.0, 6.25, 7.5, 11.25, 7.5, 11.25]"
,144,Rock'n'Roll-Beginners,First round,2,3,CO,1.91,2.0,0.955,"[7.0, 5.0, 8.0, 9.0, 4.0, 9.0]"
yes,144,Rock'n'Roll-Beginners,First round,2,3,FM,7.07,2.0,3.535,"[-50.0, -50.0, -35.0, -35.0, -50.0, -50.0]"
,144,Rock'n'Roll-Beginners,First round,2,3,FW,9.32,12.0,0.7766666666666667,"[-50.0, -50.0, -50.0, -25.0, -50.0, -50.0]"
,144,Rock'n'Roll-Beginners,First round,2,3,sm,0.75,2.3,0.32608695652173914,"[0.0, 0.0, 0.0, 0.0, 0.0, -2.0]"
,144,Rock'n'Roll-Beginners,First round,2,3,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,144,Rock'n'Roll-Beginners,First round,2,192,DF,1.97,2.0,0.985,"[11.25, 8.75, 11.25, 10.0, 12.5, 15.0]"
yes,144,Rock'n'Roll-Beginners,First round,2,192,CO,2.03,2.0,1.015,"[7.0, 6.0, 8.0, 8.0, 6.0, 12.0]"
yes,144,Rock'n'Roll-Beginners,First round,2,192,FM,10.7,2.0,5.35,"[-35.0, -35.0, -50.0, -15.0, -35.0, -25.0]"
,144,Rock'n'Roll-Beginners,First round,2,192,FW,7.31,12.0,0.6091666666666666,"[-35.0, -50.0, -35.0, -35.0, -35.0, -25.0]"
,144,Rock'n'Roll-Beginners,First round,2,192,sm,0.75,2.3,0.32608695652173914,"[0.0, 0.0, 0.0, 0.0, 0.0, -2.0]"
,144,Rock'n'Roll-Beginners,First round,2,192,bm,0.0,8.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
,144,Rock'n'Roll-Beginners,First round,3,62,DF,1.68,2.0,0.84,"[11.25, 6.25, 7.5, 10.0, 8.75, 7.5]"
,144,Rock'n'Roll-Beginners,First round,3,62,CO,1.7,2.0,0.85,"[8.0, 5.0, 8.0, 9.0, 5.0, 9.0]"
yes,144,Rock'n'Roll-Beginners,First round,3,62,FM,7.5,2.0,3.75,"[-35.0, -50.0, -50.0, -35.0, -50.0, -35.0]"
,144,Rock'n'Roll-Beginners,First round,3,62,FW,7.5,12.0,0.625,"[-35.0, -35.0, -50.0, -35.0, -50.0, -50.0]"
,144,Rock'n'Roll-Beginners,First round,3,62,sm,1.49,2.3,0.6478260869565218,"[-2.0, -4.0, -2.0, 0.0, 0.0, 0.0]"
